1000000	1	0.010
1000000	1	0.009
1000000	1	0.010
1000000	1	0.009
1000000	1	0.009
1000000	1	0.009
1000000	1	0.009
1000000	1	0.009
1000000	1	0.009
1000000	1	0.009
1000000	1	0.009
1000000	1	0.009
1000000	1	0.009
1000000	1	0.009
1000000	1	0.009
1000000	1	0.009
1000000	1	0.009
1000000	1	0.009
1000000	1	0.009
1000000	1	0.009
1000000	2	0.005
1000000	2	0.005
1000000	2	0.005
1000000	2	0.005
1000000	2	0.005
1000000	2	0.005
1000000	2	0.005
1000000	2	0.005
1000000	2	0.005
1000000	2	0.005
1000000	2	0.005
1000000	2	0.005
1000000	2	0.005
1000000	2	0.005
1000000	2	0.005
1000000	2	0.005
1000000	2	0.005
1000000	2	0.005
1000000	2	0.005
1000000	2	0.005
1000000	4	0.002
1000000	4	0.002
1000000	4	0.002
1000000	4	0.002
1000000	4	0.002
1000000	4	0.002
1000000	4	0.002
1000000	4	0.002
1000000	4	0.002
1000000	4	0.003
1000000	4	0.003
1000000	4	0.002
1000000	4	0.002
1000000	4	0.002
1000000	4	0.002
1000000	4	0.002
1000000	4	0.002
1000000	4	0.002
1000000	4	0.002
1000000	4	0.002
1000000	6	0.002
1000000	6	0.002
1000000	6	0.002
1000000	6	0.002
1000000	6	0.002
1000000	6	0.002
1000000	6	0.002
1000000	6	0.002
1000000	6	0.002
1000000	6	0.002
1000000	6	0.002
1000000	6	0.002
1000000	6	0.002
1000000	6	0.002
1000000	6	0.002
1000000	6	0.002
1000000	6	0.002
1000000	6	0.002
1000000	6	0.002
1000000	6	0.002
1000000	8	0.002
1000000	8	0.002
1000000	8	0.002
1000000	8	0.002
1000000	8	0.002
1000000	8	0.002
1000000	8	0.002
1000000	8	0.002
1000000	8	0.002
1000000	8	0.002
1000000	8	0.002
1000000	8	0.002
1000000	8	0.002
1000000	8	0.002
1000000	8	0.002
1000000	8	0.002
1000000	8	0.003
1000000	8	0.002
1000000	8	0.002
1000000	8	0.002
10000000	1	0.093
10000000	1	0.093
10000000	1	0.093
10000000	1	0.093
10000000	1	0.093
10000000	1	0.093
10000000	1	0.093
10000000	1	0.093
10000000	1	0.093
10000000	1	0.093
10000000	1	0.093
10000000	1	0.093
10000000	1	0.093
10000000	1	0.093
10000000	1	0.093
10000000	1	0.093
10000000	1	0.093
10000000	1	0.093
10000000	1	0.093
10000000	1	0.093
10000000	2	0.047
10000000	2	0.047
10000000	2	0.047
10000000	2	0.047
10000000	2	0.047
10000000	2	0.047
10000000	2	0.047
10000000	2	0.047
10000000	2	0.047
10000000	2	0.047
10000000	2	0.047
10000000	2	0.047
10000000	2	0.047
10000000	2	0.047
10000000	2	0.047
10000000	2	0.047
10000000	2	0.047
10000000	2	0.047
10000000	2	0.047
10000000	2	0.047
10000000	4	0.024
10000000	4	0.023
10000000	4	0.023
10000000	4	0.023
10000000	4	0.023
10000000	4	0.023
10000000	4	0.023
10000000	4	0.023
10000000	4	0.024
10000000	4	0.023
10000000	4	0.024
10000000	4	0.031
10000000	4	0.024
10000000	4	0.024
10000000	4	0.024
10000000	4	0.032
10000000	4	0.023
10000000	4	0.023
10000000	4	0.023
10000000	4	0.024
10000000	6	0.022
10000000	6	0.022
10000000	6	0.022
10000000	6	0.022
10000000	6	0.022
10000000	6	0.022
10000000	6	0.022
10000000	6	0.022
10000000	6	0.022
10000000	6	0.022
10000000	6	0.022
10000000	6	0.022
10000000	6	0.022
10000000	6	0.022
10000000	6	0.022
10000000	6	0.022
10000000	6	0.022
10000000	6	0.022
10000000	6	0.022
10000000	6	0.022
10000000	8	0.017
10000000	8	0.017
10000000	8	0.017
10000000	8	0.017
10000000	8	0.017
10000000	8	0.017
10000000	8	0.017
10000000	8	0.017
10000000	8	0.017
10000000	8	0.017
10000000	8	0.017
10000000	8	0.016
10000000	8	0.017
10000000	8	0.017
10000000	8	0.017
10000000	8	0.017
10000000	8	0.017
10000000	8	0.017
10000000	8	0.017
10000000	8	0.018
100000000	1	0.929
100000000	1	0.929
100000000	1	0.929
100000000	1	0.932
100000000	1	0.929
100000000	1	0.928
100000000	1	0.910
100000000	1	0.935
